Player Name,Course Name,Year Played,Date Completed,Round Score,Round SG Total,Round SG App,Round SG Arg,Round SG Putt,Round Driving Distance,Round Driving Accuracy
"Aiken, Thomas",Torrey Pines (South),2021,2021-06-20,80,-6.282,-3.96,-1.06,0.89,271.6,0.357
"Aiken, Thomas",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.5,0.6,1.01,280.9,0.714
"Aiken, Thomas",,2021,2021-06-20,,,,,,,
"Aiken, Thomas",,2021,2021-06-20,,,,,,,
"Kang, Sung",Torrey Pines (South),2021,2021-06-20,75,-1.282,0.31,-0.04,-1.83,294.7,0.429
"Kang, Sung",Torrey Pines (South),2021,2021-06-20,78,-4.213,0.16,-0.21,-3.9,297.6,0.5
"Kang, Sung",,2021,2021-06-20,,,,,,,
"Kang, Sung",,2021,2021-06-20,,,,,,,
"Ishikawa, Ryo",Torrey Pines (South),2021,2021-06-20,77,-3.282,-1.45,-1.98,0.18,307.1,0.429
"Ishikawa, Ryo",Torrey Pines (South),2021,2021-06-20,76,-2.213,-0.39,0.15,-1.59,312.5,0.286
"Ishikawa, Ryo",,2021,2021-06-20,,,,,,,
"Ishikawa, Ryo",,2021,2021-06-20,,,,,,,
"Pope, Andy",Torrey Pines (South),2021,2021-06-20,76,-2.282,-2.27,0.25,-0.27,287.0,0.714
"Pope, Andy",Torrey Pines (South),2021,2021-06-20,77,-3.213,1.06,-0.94,-2.85,286.1,0.5
"Pope, Andy",,2021,2021-06-20,,,,,,,
"Pope, Andy",,2021,2021-06-20,,,,,,,
"Kim, Chan",Torrey Pines (South),2021,2021-06-20,76,-2.282,1.47,-0.17,-3.9,311.9,0.357
"Kim, Chan",Torrey Pines (South),2021,2021-06-20,77,-3.213,-0.7,-1.25,-1.4,301.4,0.357
"Kim, Chan",,2021,2021-06-20,,,,,,,
"Kim, Chan",,2021,2021-06-20,,,,,,,
"Cootes, Roy",Torrey Pines (South),2021,2021-06-20,76,-2.282,-3.77,-0.05,1.46,290.0,0.5
"Cootes, Roy",Torrey Pines (South),2021,2021-06-20,77,-3.213,-1.86,-3.2,1.9,287.5,0.714
"Cootes, Roy",,2021,2021-06-20,,,,,,,
"Cootes, Roy",,2021,2021-06-20,,,,,,,
"Long, Joe",Torrey Pines (South),2021,2021-06-20,77,-3.282,-3.24,1.2,-1.32,295.3,0.571
"Long, Joe",Torrey Pines (South),2021,2021-06-20,76,-2.213,0.89,1.53,-4.11,300.7,0.357
"Long, Joe",,2021,2021-06-20,,,,,,,
"Long, Joe",,2021,2021-06-20,,,,,,,
"Coupland, David",Torrey Pines (South),2021,2021-06-20,74,-0.282,-0.41,-1.68,2.56,290.7,0.429
"Coupland, David",Torrey Pines (South),2021,2021-06-20,80,-6.213,-1.88,-0.07,-2.66,294.1,0.643
"Coupland, David",,2021,2021-06-20,,,,,,,
"Coupland, David",,2021,2021-06-20,,,,,,,
"Rose, Justin",Torrey Pines (South),2021,2021-06-20,78,-4.282,-3.13,-0.75,-1.08,305.0,0.643
"Rose, Justin",Torrey Pines (South),2021,2021-06-20,77,-3.213,0.85,-1.2,-1.85,293.0,0.286
"Rose, Justin",,2021,2021-06-20,,,,,,,
"Rose, Justin",,2021,2021-06-20,,,,,,,
"Lee, K.H.",Torrey Pines (South),2021,2021-06-20,76,-2.282,-0.95,-1.34,-0.6,300.8,0.643
"Lee, K.H.",Torrey Pines (South),2021,2021-06-20,79,-5.213,-2.15,-0.1,-3.17,298.2,0.643
"Lee, K.H.",,2021,2021-06-20,,,,,,,
"Lee, K.H.",,2021,2021-06-20,,,,,,,
"Schaake, Carson",Torrey Pines (South),2021,2021-06-20,76,-2.282,0.09,-0.75,1.33,286.0,0.214
"Schaake, Carson",Torrey Pines (South),2021,2021-06-20,79,-5.213,-1.81,-0.63,-0.52,278.2,0.143
"Schaake, Carson",,2021,2021-06-20,,,,,,,
"Schaake, Carson",,2021,2021-06-20,,,,,,,
"Crawford, Chris",Torrey Pines (South),2021,2021-06-20,76,-2.282,-0.44,0.63,-1.49,299.6,0.286
"Crawford, Chris",Torrey Pines (South),2021,2021-06-20,79,-5.213,-3.6,-1.95,1.12,298.3,0.429
"Crawford, Chris",,2021,2021-06-20,,,,,,,
"Crawford, Chris",,2021,2021-06-20,,,,,,,
"Hoag, Bo",Torrey Pines (South),2021,2021-06-20,78,-4.282,-2.51,0.93,-1.44,291.1,0.357
"Hoag, Bo",Torrey Pines (South),2021,2021-06-20,78,-4.213,-1.38,-0.18,-2.65,293.6,0.571
"Hoag, Bo",,2021,2021-06-20,,,,,,,
"Hoag, Bo",,2021,2021-06-20,,,,,,,
"Barco, Luis Fernando",Torrey Pines (South),2021,2021-06-20,77,-3.282,-3.93,-0.95,1.57,295.5,0.5
"Barco, Luis Fernando",Torrey Pines (South),2021,2021-06-20,79,-5.213,-1.95,-3.23,1.16,298.8,0.5
"Barco, Luis Fernando",,2021,2021-06-20,,,,,,,
"Barco, Luis Fernando",,2021,2021-06-20,,,,,,,
"Meyer, Dylan",Torrey Pines (South),2021,2021-06-20,78,-4.282,-0.35,-1.05,-2.0,291.5,0.357
"Meyer, Dylan",Torrey Pines (South),2021,2021-06-20,78,-4.213,0.19,-3.07,0.13,286.4,0.357
"Meyer, Dylan",,2021,2021-06-20,,,,,,,
"Meyer, Dylan",,2021,2021-06-20,,,,,,,
"Strafaci, Tyler",Torrey Pines (South),2021,2021-06-20,78,-4.282,-2.52,-1.1,0.54,283.0,0.357
"Strafaci, Tyler",Torrey Pines (South),2021,2021-06-20,78,-4.213,-3.2,-0.08,0.11,292.5,0.286
"Strafaci, Tyler",,2021,2021-06-20,,,,,,,
"Strafaci, Tyler",,2021,2021-06-20,,,,,,,
"Huh, John",Torrey Pines (South),2021,2021-06-20,80,-6.282,-2.22,-0.21,-3.55,290.8,0.357
"Huh, John",Torrey Pines (South),2021,2021-06-20,77,-3.213,0.87,-0.41,-3.6,291.8,0.571
"Huh, John",,2021,2021-06-20,,,,,,,
"Huh, John",,2021,2021-06-20,,,,,,,
"Carmona, Mario",Torrey Pines (South),2021,2021-06-20,77,-3.282,1.57,-1.5,-3.11,291.4,0.429
"Carmona, Mario",Torrey Pines (South),2021,2021-06-20,80,-6.213,2.01,-3.21,-2.59,294.9,0.071
"Carmona, Mario",,2021,2021-06-20,,,,,,,
"Carmona, Mario",,2021,2021-06-20,,,,,,,
"Ortiz, Alvaro",Torrey Pines (South),2021,2021-06-20,82,-8.282,-2.63,-4.37,-0.09,306.7,0.143
"Ortiz, Alvaro",Torrey Pines (South),2021,2021-06-20,75,-1.213,-2.09,2.19,0.12,305.3,0.286
"Ortiz, Alvaro",,2021,2021-06-20,,,,,,,
"Ortiz, Alvaro",,2021,2021-06-20,,,,,,,
"Allan, Steve",Torrey Pines (South),2021,2021-06-20,80,-6.282,-3.1,0.32,-1.06,287.6,0.143
"Allan, Steve",Torrey Pines (South),2021,2021-06-20,79,-5.213,-0.54,-1.7,-2.25,290.3,0.429
"Allan, Steve",,2021,2021-06-20,,,,,,,
"Allan, Steve",,2021,2021-06-20,,,,,,,
"Furr, Wilson",Torrey Pines (South),2021,2021-06-20,77,-3.282,-4.25,0.12,0.91,304.3,0.429
"Furr, Wilson",Torrey Pines (South),2021,2021-06-20,82,-8.213,-2.5,-3.86,-1.14,301.9,0.286
"Furr, Wilson",,2021,2021-06-20,,,,,,,
"Furr, Wilson",,2021,2021-06-20,,,,,,,
"Hervol, James",Torrey Pines (South),2021,2021-06-20,79,-5.282,-4.16,0.04,-1.29,305.8,0.357
"Hervol, James",Torrey Pines (South),2021,2021-06-20,81,-7.213,-2.2,-4.13,-1.7,306.4,0.571
"Hervol, James",,2021,2021-06-20,,,,,,,
"Hervol, James",,2021,2021-06-20,,,,,,,
"Hovland, Viktor",Torrey Pines (South),2021,2021-06-20,74,-0.282,,,,304.9,0.286
"Hovland, Viktor",,2021,2021-06-20,,,,,,,
"Hovland, Viktor",,2021,2021-06-20,,,,,,,
"Hovland, Viktor",,2021,2021-06-20,,,,,,,
